"NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY"
6118050000,0,1,"Pseudocalanidae (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP pseudocal"
6118050100,0,1,"Clausocalanus sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118050200,0,1,"Ctenocalanus so.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118050500,0,1,"Pseudocalanus sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118070000,0,1,"Aetideidae (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Aetideidae"
6118070100,0,1,"Aetideopsis sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Aetideidae"
6118070200,0,1,"Aetideus sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Aetideidae"
6118070201,0,1,"Aetideus armatus",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Aetideidae"
6118070600,0,1,"Chiridius sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118070900,0,1,"Euchirella sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118070903,0,1,"Euchirella curticauda (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118071000,0,1,"Gaetanus sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118071100,0,1,"Gaidius sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118080000,0,1,"Euchaetidae (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118080100,0,1,"Euchaeta sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118080110,0,1,"Euchaeta elongata (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118160000,0,1,"Metridiidae (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Metridiidae"
6118160200,0,1,"Metridia sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Metridiidae"
6118160207,0,1,"Metridia lucens (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Metridiidae"
6118160208,0,1,"Metridia okhotensis (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Metridiidae"
6118160300,0,1,"Pleuromamma sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118160306,0,1,"Pleuromamma scutullata (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118170100,0,1,"Centropages sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118210100,0,1,"Lucicutia sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118220200,0,1,"Heterorhabdus sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118220210,0,1,"Heterorhabdus tanneri (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118220300,0,1,"Heterostylites sp (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118220302,0,1,"Heterostylites major (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118230601,0,1,"Pachyptilus pacificus (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118260100,0,1,"Candacia sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118260102,0,1,"Candacia columbiae (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118270100,0,1,"Epilabidocera sp. (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
0,0,0,"Empty",0,NA,"MISC. PREY","Empty","Empty",NA,"MISC. PREY",NA,"MISC. PREY"
1499999999,0,1,"Misc. prey",0,NA,"MISC. PREY","Complete Misc","Complete Misc",NA,"MISC. PREY",NA,"MISC. PREY"
1.5e+09,0,1,"Phaeophycophyta (brown algae)",0,NA,"MISC. PREY","Algae","Algae",NA,"MISC. PREY",NA,"MISC. PREY"
3.448e+09,0,1,"Foraminiferida (protozoan)",0,NA,"MISC. PREY","Protozoan","Protozoan",NA,"MISC. PREY",NA,"MISC. PREY"
3.45e+09,0,1,"Textulariina (foram)",0,NA,"MISC. PREY","Protozoan","Protozoan",NA,"MISC. PREY",NA,"MISC. PREY"
3.6e+09,91000,1,"Porifera (sponge)",0,NA,"MISC. PREY","Sponge","Sponge",NA,"EPIFAUNA",NA,"EPIFAUNA"
3.63e+09,0,1,"Hyalospongia (glass sponges)",0,NA,"MISC. PREY","Sponge","Sponge",NA,"EPIFAUNA",NA,"EPIFAUNA"
3.7e+09,40001,1,"Cnidaria",0,NA,"MISC. PREY","Sponge","Sponge",NA,"EPIFAUNA",NA,"EPIFAUNA"
3.701e+09,40010,1,"Hydrozoa",0,NA,"MISC. PREY","Gen. Hydrozoa","Gen. Hydrozoa",NA,"EPIFAUNA",NA,"EPIFAUNA"
3.702e+09,0,1,"Hydroida (hydroid)",0,NA,"MISC. PREY","Benth. Hydroid","Benth. Hydroid",NA,"EPIFAUNA",NA,"EPIFAUNA"
3704050000,0,1,"Sertulariidae (hydroid)",0,NA,"MISC. PREY","Benth. Hydroid","Benth. Hydroid",NA,"EPIFAUNA",NA,"EPIFAUNA"
3704050200,0,1,"Sertularia sp. (hydroid)",0,NA,"MISC. PREY","Benth. Hydroid","Benth. Hydroid",NA,"EPIFAUNA",NA,"EPIFAUNA"
3.715e+09,0,1,"Siphonophora",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
3717010000,0,1,"Agalmidae",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
3.73e+09,0,1,"Scyphozoa (jellyfish)",0,NA,"MISC. PREY","Scypho Jellies","Scypho Jellies",NA,"GELATINOUS",NA,"GELATINOUS"
3733060101,0,1,"Periphylla periphylla",0,NA,"MISC. PREY","Scypho Jellies","Scypho Jellies",NA,"GELATINOUS",NA,"GELATINOUS"
3734010201,40504,1,"Chrysaora melanaster (jellyfish)",0,NA,"MISC. PREY","Scypho Jellies","Scypho Jellies",NA,"GELATINOUS",NA,"GELATINOUS"
3.74e+09,41000,1,"Anthozoa (anemome)",0,NA,"MISC. PREY","Anemones","Anemones",NA,"EPIFAUNA",NA,"EPIFAUNA"
3.752e+09,42000,1,"Pennatulacea (sea pen)",0,NA,"MISC. PREY","Sea Pens","Sea Pens",NA,"EPIFAUNA",NA,"EPIFAUNA"
3760010900,0,1,"Liponema sp. (sea anemone)",0,NA,"MISC. PREY","Anemones","Anemones",NA,"EPIFAUNA",NA,"EPIFAUNA"
3760020000,43100,1,"Actinostolidae (anemone)",0,NA,"MISC. PREY","Anemones","Anemones",NA,"EPIFAUNA",NA,"EPIFAUNA"
3.8e+09,45000,1,"Ctenophora (comb jelly)",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
3807010100,45005,1,"Beroe sp. (ctenophore)",0,NA,"MISC. PREY","Pel. Gel. Filter Feeder","Pel. Gel. Filter Feeder",NA,"GELATINOUS",NA,"GELATINOUS"
3.9e+09,0,1,"Platyhelminthes",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
3.935e+09,0,1,"Digenea (flatworm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
3.96e+09,0,1,"Cestoda (flatworm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
4.3e+09,0,1,"Rhynchocoela",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
4.7e+09,93500,1,"Nematoda (worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
4.9e+09,0,1,"Acanthocephala (parasitic worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
5e+09,0,1,"Annelida (worm)",0,NA,"MISC. PREY","Misc. Worm. Etc.","Misc. Worm. Etc.",NA,"INFAUNA",NA,"INFAUNA"
5.001e+09,50000,1,"Polychaeta (worm)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001010000,50160,1,"Aphroditidae (sea mouse)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001020000,56300,1,"Polynoidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001020203,0,1,"Antinoella badia (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001020301,0,1,"Arcteobia anticostiensis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001020402,50301,1,"Arctonoe vittata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001020500,56310,1,"Eunoe sp.",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001020503,56311,1,"Eunoe nodosa (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001020601,0,1,"Gattyana amondseni (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001020800,0,1,"Harmothoe sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001021500,0,1,"Polynoe sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001021501,0,1,"Polynoe canadensis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001060000,0,1,"Sigalionidae",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001060101,0,1,"Pholoe minuta (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001110000,0,1,"Euphrosinidae",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001110105,0,1,"Euphrosine multibranchiata",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001130000,0,1,"Phyllodocidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001130200,0,1,"Eteone sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001130205,0,1,"Eteone longa (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001130500,0,1,"Mystides sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001131000,69318,1,"Phyllodoce sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001140000,0,1,"Alciopidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001200000,0,1,"Tomopteridae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001200100,0,1,"Tomopteris",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001230000,0,1,"Syllidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001240000,54000,1,"Nereidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001250000,53700,1,"Nephtyidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001250100,0,1,"Nephtys sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001250103,0,1,"Nephtys caeca (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001260000,0,1,"Sphaerodoridae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001260203,0,1,"Sphaerodoropsis biserialis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001270000,0,1,"Glyceridae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001270100,52715,1,"Glycera sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001270101,0,1,"Glycera capitata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001280000,0,1,"Goniadidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001280103,0,1,"Glycinde armigera (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001280200,0,1,"Goniada sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001290000,0,1,"Onuphidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001290100,0,1,"Onuphis sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001290103,0,1,"Onuphis iridescens (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001290104,0,1,"Onuphis holobranchiata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001290105,0,1,"Onuphis parva (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001300000,0,1,"Eunicidae",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001300102,50005,1,"Eunice valens (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001310000,0,1,"Lumbrineridae",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001310100,0,1,"Lumbrineris sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001310104,0,1,"Lumbrineris latreilli (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001310127,0,1,"Lumbrineris minuta (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001310146,0,1,"Lumbrineris bifurcatus (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001310147,0,1,"Lumbrineris cervicalis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001330000,0,1,"Arabellidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001330100,0,1,"Drilonereis sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001330103,0,1,"Drilonereis longa (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001330104,0,1,"Drilonereis falcata minor (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001400000,0,1,"Orbiniidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001400301,0,1,"Scoloplos armiger (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001410000,0,1,"Paraonidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001410200,0,1,"Aricidea sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001410301,0,1,"Tauberia gracilis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001430000,0,1,"Spionidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001430500,0,1,"Prionospio sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001430502,0,1,"Prionospio cirrifera (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001430506,0,1,"Prionospio steenstrupi (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001430510,0,1,"Prionospio nova (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001430804,0,1,"Boccardia californica (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001431002,0,1,"Spiophanes kroyeri (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001490000,0,1,"Chaetopteridae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001490300,0,1,"Spiochaetopterus sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001490301,0,1,"Spiochaetopterus typicus (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001500000,0,1,"Cirratulidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001500300,0,1,"Tharyx sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001520101,0,1,"Cossura longocirrata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001540000,0,1,"Flabelligeridae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001540100,58500,1,"Brada sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001540101,58503,1,"Brada granulata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001540200,0,1,"Flabelligera sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001540202,0,1,"Flabelligera affinis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001570000,0,1,"Scalibregmidae",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001570100,0,1,"Scalibregma sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001570101,0,1,"Scalibregma inflatum",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001580000,0,1,"Opheliidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001580101,0,1,"Ophelina acuminata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001580301,0,1,"Ophelia limacina (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001580400,0,1,"Travisia sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001580402,0,1,"Travisia forbesii (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001580600,0,1,"Ophelina sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001580700,0,1,"Euzonus sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001590000,0,1,"Sternaspidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001590101,0,1,"Sternaspis scutata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001600000,0,1,"Capitellidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001600101,0,1,"Capitella capitata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001600306,0,1,"Notomastus latericeus (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630000,92900,1,"Maldanidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630301,0,1,"Maldane sarsi (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630400,0,1,"Maldanella sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630402,0,1,"Maldanella harai (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630500,0,1,"Nicomache sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630501,0,1,"Nicomache lumbricalis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630502,0,1,"Nicomache personata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630600,0,1,"Notoproctus sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630801,0,1,"Axiothella catenata (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630900,0,1,"Praxillella sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630901,0,1,"Praxillella gracilis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001630902,0,1,"Praxillella praetermissa (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001631000,0,1,"Rhodine sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001640000,50100,1,"Oweniidae (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001640200,0,1,"Myriochele sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
5001650000,0,1,"Sabellariidae",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA"
6154050800,0,1,"Oxyurostylis sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154080100,0,1,"Cumella sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154090000,0,1,"Bodotriidae (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154090200,0,1,"Cyclaspis sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154090300,0,1,"Leptocuma sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.155e+09,0,1,"Tanaidacea (peracaridan)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.158e+09,62000,1,"Isopoda (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6159010100,0,1,"Gnathia sp. (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.16e+09,0,1,"Anthuridea (Isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.161e+09,0,1,"Flabellifera (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6161020300,62015,1,"Gnorimosphaeroma sp. (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6161020601,0,1,"Ancinus depressus (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6161070203,0,1,"Rocinela augustata (Sea cockroach)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.162e+09,0,1,"Valvifera (isopod)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
